name,html_url,git_url,forks,stars,language,size,csharp_percent,csharp_lines,commit_count,default_branch,repo_path,status,time_taken
malaybaku/VMagicMirror,https://github.com/malaybaku/VMagicMirror,git://github.com/malaybaku/VMagicMirror.git,35,432,C#,109988,0.9885867710952648,2552708,2531,master,D:\DataCollection\repos\malaybaku_VMagicMirror,,20
LeagueToolkit/LeagueToolkit,https://github.com/LeagueToolkit/LeagueToolkit,git://github.com/LeagueToolkit/LeagueToolkit.git,28,82,C#,109382,0.7017711798480317,2649462,748,main,D:\DataCollection\repos\LeagueToolkit_LeagueToolkit,,1
microsoft/sarif-sdk,https://github.com/microsoft/sarif-sdk,git://github.com/microsoft/sarif-sdk.git,92,163,C#,109359,0.8555729763455834,5534397,3287,main,D:\DataCollection\repos\microsoft_sarif-sdk,,5
quintesse/PlayoVR,https://github.com/quintesse/PlayoVR,git://github.com/quintesse/PlayoVR.git,37,146,C#,109215,0.9699123621824643,72048,195,master,D:\DataCollection\repos\quintesse_PlayoVR,,6
dotnet/dotnet-console-games,https://github.com/dotnet/dotnet-console-games,git://github.com/dotnet/dotnet-console-games.git,95,610,C#,108630,0.9270121403165548,1448056,791,main,D:\DataCollection\repos\dotnet_dotnet-console-games,,4
cre8ivepark/COVID19DataVisualizationHoloLens2,https://github.com/cre8ivepark/COVID19DataVisualizationHoloLens2,git://github.com/cre8ivepark/COVID19DataVisualizationHoloLens2.git,21,83,C#,108532,0.977643134209715,7975774,79,master,D:\DataCollection\repos\cre8ivepark_COVID19DataVisualizationHoloLens2,,8
lordofduct/spacepuppy-unity-framework,https://github.com/lordofduct/spacepuppy-unity-framework,git://github.com/lordofduct/spacepuppy-unity-framework.git,71,363,C#,108342,0.9980818792440992,5822645,445,master,D:\DataCollection\repos\lordofduct_spacepuppy-unity-framework,,3
dseph/EwsEditor,https://github.com/dseph/EwsEditor,git://github.com/dseph/EwsEditor.git,62,246,C#,108276,1.0,3390485,407,master,D:\DataCollection\repos\dseph_EwsEditor,,2
TheMasonX/UnityPCSS,https://github.com/TheMasonX/UnityPCSS,git://github.com/TheMasonX/UnityPCSS.git,79,687,C#,107507,0.7458225306485751,144122,28,master,D:\DataCollection\repos\TheMasonX_UnityPCSS,,15
ErikEJ/SqlCeToolbox,https://github.com/ErikEJ/SqlCeToolbox,git://github.com/ErikEJ/SqlCeToolbox.git,174,798,C#,107197,0.9183281330622228,1740612,1130,master,D:\DataCollection\repos\ErikEJ_SqlCeToolbox,,6
catcherwong/Demos,https://github.com/catcherwong/Demos,git://github.com/catcherwong/Demos.git,333,271,C#,107141,0.7754983568134612,642557,109,master,D:\DataCollection\repos\catcherwong_Demos,,1
Squalr/Squalr,https://github.com/Squalr/Squalr,git://github.com/Squalr/Squalr.git,156,1298,C#,107104,0.9979499898434676,2294300,1785,develop,D:\DataCollection\repos\Squalr_Squalr,,1
hbl917070/TiefSee,https://github.com/hbl917070/TiefSee,git://github.com/hbl917070/TiefSee.git,17,129,C#,107088,0.7664467680112643,881820,16,master,D:\DataCollection\repos\hbl917070_TiefSee,,9
fdorg/flashdevelop,https://github.com/fdorg/flashdevelop,git://github.com/fdorg/flashdevelop.git,222,796,C#,106974,0.644773820789285,4385934,4335,development,D:\DataCollection\repos\fdorg_flashdevelop,,7
cyanfish/naps2,https://github.com/cyanfish/naps2,git://github.com/cyanfish/naps2.git,293,2070,C#,106967,0.7899194993065756,2389952,3438,master,D:\DataCollection\repos\cyanfish_naps2,,6
wokhan/WFN,https://github.com/wokhan/WFN,git://github.com/wokhan/WFN.git,93,558,C#,106621,0.9970263993138808,318528,644,master,D:\DataCollection\repos\wokhan_WFN,,4
mogoson/MGS.Machinery,https://github.com/mogoson/MGS.Machinery,git://github.com/mogoson/MGS.Machinery.git,80,261,C#,106600,0.9961591300477932,411860,127,master,D:\DataCollection\repos\mogoson_MGS.Machinery,,1
AydinAdn/MediaToolkit,https://github.com/AydinAdn/MediaToolkit,git://github.com/AydinAdn/MediaToolkit.git,199,606,C#,106503,1.0,66105,101,master,D:\DataCollection\repos\AydinAdn_MediaToolkit,,4
zgynhqf/Rafy,https://github.com/zgynhqf/Rafy,git://github.com/zgynhqf/Rafy.git,71,86,C#,106409,0.7390616438168466,18069310,1207,master,D:\DataCollection\repos\zgynhqf_Rafy,,18
eliasts/Ocean_Community_Next_Gen,https://github.com/eliasts/Ocean_Community_Next_Gen,git://github.com/eliasts/Ocean_Community_Next_Gen.git,172,997,C#,106355,0.7139655077199947,219785,101,master,D:\DataCollection\repos\eliasts_Ocean_Community_Next_Gen,,4
TencentCloud/tencentcloud-sdk-dotnet,https://github.com/TencentCloud/tencentcloud-sdk-dotnet,git://github.com/TencentCloud/tencentcloud-sdk-dotnet.git,125,331,C#,106281,1.0,87174832,909,master,D:\DataCollection\repos\TencentCloud_tencentcloud-sdk-dotnet,,30
JeffreySu/WxOpen,https://github.com/JeffreySu/WxOpen,git://github.com/JeffreySu/WxOpen.git,96,205,C#,106252,0.7463599028754961,630442,4229,master,D:\DataCollection\repos\JeffreySu_WxOpen,failed: Failed to clone JeffreySu/WxOpen!,1
jekyllgrim/Beautiful-Doom,https://github.com/jekyllgrim/Beautiful-Doom,git://github.com/jekyllgrim/Beautiful-Doom.git,16,129,C#,106139,0.9938202491554394,616901,854,master,D:\DataCollection\repos\jekyllgrim_Beautiful-Doom,,102
Esri/arcgis-osm-editor,https://github.com/Esri/arcgis-osm-editor,git://github.com/Esri/arcgis-osm-editor.git,127,359,C#,106070,0.9309972845154098,2501073,200,master,D:\DataCollection\repos\Esri_arcgis-osm-editor,failed: Failed to clone Esri/arcgis-osm-editor!,33
rubberduck-vba/Rubberduck,https://github.com/rubberduck-vba/Rubberduck,git://github.com/rubberduck-vba/Rubberduck.git,294,1787,C#,105781,0.946418259305962,11177158,14736,next,D:\DataCollection\repos\rubberduck-vba_Rubberduck,failed: Failed to clone rubberduck-vba/Rubberduck!,16
Metric/Materia,https://github.com/Metric/Materia,git://github.com/Metric/Materia.git,28,313,C#,105753,0.9911666237073972,6187206,79,master,D:\DataCollection\repos\Metric_Materia,,68
DylanDoppelt/WinDroid_Toolkit,https://github.com/DylanDoppelt/WinDroid_Toolkit,git://github.com/DylanDoppelt/WinDroid_Toolkit.git,36,94,C#,105324,1.0,518141,27,master,D:\DataCollection\repos\DylanDoppelt_WinDroid_Toolkit,,106
HenJigg/wpf-abp,https://github.com/HenJigg/wpf-abp,git://github.com/HenJigg/wpf-abp.git,228,758,C#,105324,1.0,356127,206,master,D:\DataCollection\repos\HenJigg_wpf-abp,,18
Ideefixze/DTerrain,https://github.com/Ideefixze/DTerrain,git://github.com/Ideefixze/DTerrain.git,43,369,C#,105316,0.998263692672696,5502702,78,master,D:\DataCollection\repos\Ideefixze_DTerrain,failed: Failed to clone Ideefixze/DTerrain!,11
xamarin/WebSharp,https://github.com/xamarin/WebSharp,git://github.com/xamarin/WebSharp.git,27,303,C#,105162,0.6006739797341266,1292290,738,master,D:\DataCollection\repos\xamarin_WebSharp,,186
AutoFixture/AutoFixture,https://github.com/AutoFixture/AutoFixture,git://github.com/AutoFixture/AutoFixture.git,339,3085,C#,104873,0.9888489210504546,3801335,4215,master,D:\DataCollection\repos\AutoFixture_AutoFixture,,2
MoocDownloader/MoocDownloader,https://github.com/MoocDownloader/MoocDownloader,git://github.com/MoocDownloader/MoocDownloader.git,143,715,C#,104777,0.803423063092617,127353,177,main,D:\DataCollection\repos\MoocDownloader_MoocDownloader,failed: Failed to clone MoocDownloader/MoocDownloader!,2
NightlyRevenger/TataruHelper,https://github.com/NightlyRevenger/TataruHelper,git://github.com/NightlyRevenger/TataruHelper.git,48,277,C#,104754,0.9989963082868256,1301881,318,master,D:\DataCollection\repos\NightlyRevenger_TataruHelper,failed: Failed to clone NightlyRevenger/TataruHelper!,19
Baseflow/ExoPlayerXamarin,https://github.com/Baseflow/ExoPlayerXamarin,git://github.com/Baseflow/ExoPlayerXamarin.git,66,147,C#,104525,1.0,20631,407,develop,D:\DataCollection\repos\Baseflow_ExoPlayerXamarin,failed: Failed to clone Baseflow/ExoPlayerXamarin!,3
kphillpotts/XamarinFormsLayoutChallenges,https://github.com/kphillpotts/XamarinFormsLayoutChallenges,git://github.com/kphillpotts/XamarinFormsLayoutChallenges.git,99,237,C#,104475,1.0,75941,41,master,D:\DataCollection\repos\kphillpotts_XamarinFormsLayoutChallenges,failed: Failed to clone kphillpotts/XamarinFormsLayoutChallenges!,6
AlexPoint/OpenNlp,https://github.com/AlexPoint/OpenNlp,git://github.com/AlexPoint/OpenNlp.git,97,270,C#,104451,0.9991705992461736,3024976,260,master,D:\DataCollection\repos\AlexPoint_OpenNlp,failed: Failed to clone AlexPoint/OpenNlp!,42
GregBahm/PlaceViewer,https://github.com/GregBahm/PlaceViewer,git://github.com/GregBahm/PlaceViewer.git,42,390,C#,104428,0.6380305602716468,43217,26,master,D:\DataCollection\repos\GregBahm_PlaceViewer,failed: Failed to clone GregBahm/PlaceViewer!,14
passiony/xlua-framework-unity2018,https://github.com/passiony/xlua-framework-unity2018,git://github.com/passiony/xlua-framework-unity2018.git,84,205,C#,104270,0.7609286763182633,2574851,56,master,D:\DataCollection\repos\passiony_xlua-framework-unity2018,failed: Failed to clone passiony/xlua-framework-unity2018!,30
geluk/pass-winmenu,https://github.com/geluk/pass-winmenu,git://github.com/geluk/pass-winmenu.git,22,316,C#,104263,0.9901661813447874,388663,643,master,D:\DataCollection\repos\geluk_pass-winmenu,failed: Failed to clone geluk/pass-winmenu!,2
dotnet/msbuild,https://github.com/dotnet/msbuild,git://github.com/dotnet/msbuild.git,1350,5021,C#,104160,0.9789226600418054,30183465,8002,main,D:\DataCollection\repos\dotnet_msbuild,failed: Failed to clone dotnet/msbuild!,7
Mytherin/Tibialyzer,https://github.com/Mytherin/Tibialyzer,git://github.com/Mytherin/Tibialyzer.git,59,179,C#,104136,0.9168276437589824,1423848,569,master,D:\DataCollection\repos\Mytherin_Tibialyzer,failed: Failed to clone Mytherin/Tibialyzer!,16
castleproject/Windsor,https://github.com/castleproject/Windsor,git://github.com/castleproject/Windsor.git,461,1487,C#,104063,0.9982691177509802,3347976,8988,master,D:\DataCollection\repos\castleproject_Windsor,failed: Failed to clone castleproject/Windsor!,2
tommyettinger/IsoVoxel,https://github.com/tommyettinger/IsoVoxel,git://github.com/tommyettinger/IsoVoxel.git,25,337,C#,104045,1.0,620803,42,master,D:\DataCollection\repos\tommyettinger_IsoVoxel,failed: Failed to clone tommyettinger/IsoVoxel!,1
serdarciplak/BlazorMonaco,https://github.com/serdarciplak/BlazorMonaco,git://github.com/serdarciplak/BlazorMonaco.git,83,315,C#,103968,0.8190283160149336,427129,91,master,D:\DataCollection\repos\serdarciplak_BlazorMonaco,failed: Failed to clone serdarciplak/BlazorMonaco!,4
demonixis/C3DE,https://github.com/demonixis/C3DE,git://github.com/demonixis/C3DE.git,16,110,C#,103964,0.946270083422657,2300604,572,master,D:\DataCollection\repos\demonixis_C3DE,failed: Failed to clone demonixis/C3DE!,8
csdjk/LearnUnity,https://github.com/csdjk/LearnUnity,git://github.com/csdjk/LearnUnity.git,40,82,C#,103904,0.9818067047655996,2389044,29,master,D:\DataCollection\repos\csdjk_LearnUnity,failed: Failed to clone csdjk/LearnUnity!,5
jamesmontemagno/Hanselman.Forms,https://github.com/jamesmontemagno/Hanselman.Forms,git://github.com/jamesmontemagno/Hanselman.Forms.git,274,670,C#,103791,0.8903431928269607,198697,335,vnext,D:\DataCollection\repos\jamesmontemagno_Hanselman.Forms,failed: Failed to clone jamesmontemagno/Hanselman.Forms!,2
Justin-sky/Nice-Lua,https://github.com/Justin-sky/Nice-Lua,git://github.com/Justin-sky/Nice-Lua.git,81,321,C#,103681,0.7527062876313293,2257114,138,master,D:\DataCollection\repos\Justin-sky_Nice-Lua,failed: Failed to clone Justin-sky/Nice-Lua!,6
microsoft/ailab,https://github.com/microsoft/ailab,git://github.com/microsoft/ailab.git,1385,7498,C#,103609,0.6123761081286542,1472530,136,master,D:\DataCollection\repos\microsoft_ailab,failed: Failed to clone microsoft/ailab!,14
mono/taglib-sharp,https://github.com/mono/taglib-sharp,git://github.com/mono/taglib-sharp.git,304,1169,C#,103395,1.0,5460591,878,main,D:\DataCollection\repos\mono_taglib-sharp,failed: Failed to clone mono/taglib-sharp!,33
SpecFlowOSS/SpecFlow,https://github.com/SpecFlowOSS/SpecFlow,git://github.com/SpecFlowOSS/SpecFlow.git,753,2142,C#,103052,0.9269653144061054,2013339,3036,master,D:\DataCollection\repos\SpecFlowOSS_SpecFlow,failed: Failed to clone SpecFlowOSS/SpecFlow!,11
nickhall/Unity-Procedural,https://github.com/nickhall/Unity-Procedural,git://github.com/nickhall/Unity-Procedural.git,14,79,C#,103051,0.7474481705526517,63634,55,master,D:\DataCollection\repos\nickhall_Unity-Procedural,failed: Failed to clone nickhall/Unity-Procedural!,1
wtct-hungary/UnityVision-iOS,https://github.com/wtct-hungary/UnityVision-iOS,git://github.com/wtct-hungary/UnityVision-iOS.git,26,128,C#,102923,0.7569954152744124,214316,45,master,D:\DataCollection\repos\wtct-hungary_UnityVision-iOS,failed: Failed to clone wtct-hungary/UnityVision-iOS!,43
MatterHackers/MatterControl,https://github.com/MatterHackers/MatterControl,git://github.com/MatterHackers/MatterControl.git,177,433,C#,102896,0.8755092973454205,10435943,17072,main,D:\DataCollection\repos\MatterHackers_MatterControl,failed: Failed to clone MatterHackers/MatterControl!,5
oskardudycz/EventSourcing.NetCore,https://github.com/oskardudycz/EventSourcing.NetCore,git://github.com/oskardudycz/EventSourcing.NetCore.git,464,2980,C#,102894,0.9978291388853824,1043398,913,main,D:\DataCollection\repos\oskardudycz_EventSourcing.NetCore,failed: Failed to clone oskardudycz/EventSourcing.NetCore!,2
ExtendRealityLtd/VRTK,https://github.com/ExtendRealityLtd/VRTK,git://github.com/ExtendRealityLtd/VRTK.git,996,3649,C#,102675,1.0,31720,2473,master,D:\DataCollection\repos\ExtendRealityLtd_VRTK,failed: Failed to clone ExtendRealityLtd/VRTK!,2
couchbase/couchbase-lite-net,https://github.com/couchbase/couchbase-lite-net,git://github.com/couchbase/couchbase-lite-net.git,130,430,C#,102643,0.981684434113498,2449499,3385,master,D:\DataCollection\repos\couchbase_couchbase-lite-net,failed: Failed to clone couchbase/couchbase-lite-net!,2
TEdit/Terraria-Map-Editor,https://github.com/TEdit/Terraria-Map-Editor,git://github.com/TEdit/Terraria-Map-Editor.git,344,1434,C#,102627,0.9807144598069156,1714130,1649,main,D:\DataCollection\repos\TEdit_Terraria-Map-Editor,failed: Failed to clone TEdit/Terraria-Map-Editor!,4
keijiro/KinoObscurance,https://github.com/keijiro/KinoObscurance,git://github.com/keijiro/KinoObscurance.git,38,326,C#,102540,0.9191846256387468,49647,127,master,D:\DataCollection\repos\keijiro_KinoObscurance,failed: Failed to clone keijiro/KinoObscurance!,42
JasonXuDeveloper/JEngine,https://github.com/JasonXuDeveloper/JEngine,git://github.com/JasonXuDeveloper/JEngine.git,311,1711,C#,102273,0.9975887907076924,3330110,991,master,D:\DataCollection\repos\JasonXuDeveloper_JEngine,failed: Failed to clone JasonXuDeveloper/JEngine!,5
n00mkrad/cupscale,https://github.com/n00mkrad/cupscale,git://github.com/n00mkrad/cupscale.git,107,1957,C#,102135,1.0,301341,212,master,D:\DataCollection\repos\n00mkrad_cupscale,failed: Failed to clone n00mkrad/cupscale!,25
radioman/greatmaps,https://github.com/radioman/greatmaps,git://github.com/radioman/greatmaps.git,411,886,C#,101766,0.9710370924755986,3307196,1002,master,D:\DataCollection\repos\radioman_greatmaps,failed: Failed to clone radioman/greatmaps!,22
Illumina/Pisces,https://github.com/Illumina/Pisces,git://github.com/Illumina/Pisces.git,16,89,C#,101511,0.9971171678144916,4514786,61,master,D:\DataCollection\repos\Illumina_Pisces,failed: Failed to clone Illumina/Pisces!,31
dotnet/roslyn-analyzers,https://github.com/dotnet/roslyn-analyzers,git://github.com/dotnet/roslyn-analyzers.git,451,1460,C#,101446,0.9644364341486014,16585179,11257,main,D:\DataCollection\repos\dotnet_roslyn-analyzers,failed: Failed to clone dotnet/roslyn-analyzers!,3
baskren/Forms9Patch,https://github.com/baskren/Forms9Patch,git://github.com/baskren/Forms9Patch.git,33,132,C#,101409,0.8889428298719679,2484805,1031,master,D:\DataCollection\repos\baskren_Forms9Patch,failed: Failed to clone baskren/Forms9Patch!,29
bitbeans/SimpleDnsCrypt,https://github.com/bitbeans/SimpleDnsCrypt,git://github.com/bitbeans/SimpleDnsCrypt.git,239,2187,C#,101328,1.0,278016,788,master,D:\DataCollection\repos\bitbeans_SimpleDnsCrypt,failed: Failed to clone bitbeans/SimpleDnsCrypt!,10
fanfeilong/exceltk,https://github.com/fanfeilong/exceltk,git://github.com/fanfeilong/exceltk.git,67,268,C#,101227,0.9987544814686028,1332722,81,master,D:\DataCollection\repos\fanfeilong_exceltk,failed: Failed to clone fanfeilong/exceltk!,23
rygo6/GTLogicGraph,https://github.com/rygo6/GTLogicGraph,git://github.com/rygo6/GTLogicGraph.git,18,205,C#,101021,1.0,115281,75,master,D:\DataCollection\repos\rygo6_GTLogicGraph,failed: Failed to clone rygo6/GTLogicGraph!,1
lightszero/CSLightStudio,https://github.com/lightszero/CSLightStudio,git://github.com/lightszero/CSLightStudio.git,88,168,C#,100731,0.932826458069545,3871477,280,master,D:\DataCollection\repos\lightszero_CSLightStudio,failed: Failed to clone lightszero/CSLightStudio!,57
hudec117/Mpv.NET-lib-,https://github.com/hudec117/Mpv.NET-lib-,git://github.com/hudec117/Mpv.NET-lib-.git,36,127,C#,100583,0.6500804883975215,85613,108,master,D:\DataCollection\repos\hudec117_Mpv.NET-lib-,failed: Failed to clone hudec117/Mpv.NET-lib-!,7
smartstore/Smartstore,https://github.com/smartstore/Smartstore,git://github.com/smartstore/Smartstore.git,331,874,C#,100575,0.6637508526199638,12936455,6644,main,D:\DataCollection\repos\smartstore_Smartstore,failed: Failed to clone smartstore/Smartstore!,6
mperdeck/jsnlog,https://github.com/mperdeck/jsnlog,git://github.com/mperdeck/jsnlog.git,37,188,C#,100478,1.0,120284,454,master,D:\DataCollection\repos\mperdeck_jsnlog,failed: Failed to clone mperdeck/jsnlog!,1
Azure/azure-functions-host,https://github.com/Azure/azure-functions-host,git://github.com/Azure/azure-functions-host.git,424,1868,C#,100397,0.9626516086178032,6646268,3504,dev,D:\DataCollection\repos\Azure_azure-functions-host,failed: Failed to clone Azure/azure-functions-host!,2
qgindi/LibreAutomate,https://github.com/qgindi/LibreAutomate,git://github.com/qgindi/LibreAutomate.git,13,110,C#,4728,0.9105224993116876,6157789,108,master,D:\DataCollection\repos\qgindi_LibreAutomate,failed: Failed to clone qgindi/LibreAutomate!,19
